name,price,area,floor,rooms_number,project,meter_price
СЗ-1-1-К-1-2-13-10213,21331440.0,55.9,2,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",381600.0
СЗ-1-3-К-1-3-8-30308,21447600.0,61.0,3,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",351600.0
СЗ-1-3-К-1-3-7-30307,12693010.0,25.3,3,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",501700.0
СЗ-1-2-К-1-30-4-23004,18148680.0,39.6,30,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",458300.0
СЗ-1-3-К-1-18-2-31802,21647940.0,57.3,18,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",377800.0
СЗ-1-2-К-1-35-7-23507,14811840.0,28.8,35,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",514300.0
СЗ-1-6-К-1-44-8-64408,16927510.0,33.7,44,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",502300.0
СЗ-1-6-К-1-23-9-62309,16671490.0,34.1,23,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",488900.0
СЗ-1-3-К-1-26-3-32603,13671420.0,25.8,26,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",529900.0
СЗ-1-1-К-1-28-4-12804,17676470.0,37.3,28,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",473900.0
СЗ-1-7-К-1-17-4-71704,22521600.0,55.2,17,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",408000.0
СЗ-1-3-К-1-14-3-31403,13214760.0,25.8,14,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",512200.0
СЗ-1-2-К-1-22-7-22207,14775000.0,30.0,22,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",492500.0
СЗ-1-4-К-1-2-4-40204,16481920.0,41.6,2,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",396200.0
СЗ-1-2-К-1-29-7-22907,14212800.0,28.0,29,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",507600.0
СЗ-1-5-К-1-10-3-51003,16976080.0,40.4,10,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",420200.0
СЗ-1-5-К-1-5-2-50502,16259100.0,39.0,5,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",416900.0
СЗ-1-1-К-1-5-6-10506,15402880.0,32.8,5,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",469600.0
СЗ-1-4-К-1-2-5-40205,12692380.0,26.3,2,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",482600.0
СЗ-1-4-К-1-9-1-40901,23639720.0,67.6,9,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",349700.0
СЗ-1-1-К-1-7-1-10701,38191860.0,107.1,7,4,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",356600.0
СЗ-1-1-К-1-2-4-10204,14774200.0,30.5,2,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",484400.0
СЗ-1-3-К-1-24-6-32406,21844680.0,57.2,24,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",381900.0
СЗ-1-5-К-1-13-1-51301,22754440.0,61.9,13,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",367600.0
СЗ-1-2-К-1-2-3-20203,10900200.0,22.2,2,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",491000.0
СЗ-1-5-К-1-13-2-51302,17230200.0,39.0,13,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",441800.0
СЗ-1-1-К-1-15-1-11501,40036590.0,109.3,15,4,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",366300.0
СЗ-1-9-К-1-3-3-90303,12323540.0,21.8,3,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",565300.0
СЗ-1-3-К-1-18-3-31803,13364400.0,25.8,18,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",518000.0
СЗ-1-6-К-1-41-6-64106,27073920.0,71.7,41,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",377600.0
СЗ-1-8-К-1-10-2-81002,18790800.0,42.0,10,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",447400.0
СЗ-1-6-К-1-21-8-62108,16599880.0,34.1,21,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",486800.0
СЗ-1-3-К-1-26-2-32602,22189250.0,57.5,26,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",385900.0
СЗ-1-1-К-1-2-11-10211,21567120.0,58.4,2,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",369300.0
СЗ-1-6-К-1-41-8-64108,16866850.0,33.7,41,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",500500.0
СЗ-1-3-К-1-27-6-32706,26420400.0,71.6,27,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",369000.0
СЗ-1-7-К-1-19-3-71903,18411300.0,40.5,19,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",454600.0
СЗ-1-7-К-1-10-2-71002,21665070.0,56.7,10,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",382100.0
СЗ-1-4-К-1-2-2-40202,15048000.0,36.0,2,1,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",418000.0
СЗ-1-2-К-1-6-1-20601,25110800.0,71.5,6,2,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",351200.0
СЗ-1-2-К-1-3-9-20309,11933320.0,23.8,3,0,"{'id': 90453, 'code': 'cityzen', 'name': 'Cityzen', 'marketing_image': '/upload/iblock/157/1579d8957136027d889872a528e603fd/c97e2d40825644e769164953503965c6.webp', 'title': 'Cityzen – жилой мультиквартал бизнес-класса, в 3 минутах от станции «Тушинская».', 'description': 'Проект станет доминантой района Покровское-Стрешнево. В составе Cityzen запланирована разнообразная коммерческая и социальная инфраструктура, современные жилые дома, офисные и ритейл-кластеры. Широкий зеленый бульвар связывает метро с набережной живописным пешеходным маршрутом. Первая очередь состоит из 9 уникальных башен, запроектированных именитым бюро СПИЧ.', 'is_private': False}",501400.0
