developer,complex,metro_name,metro_walk_time,apartment_type,area,price,price for м2,Корпус,floor,rooms_number,Отделка,Срок сдачи
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,23.5 м2,12 186 207 ₽,518 562 ₽ за м2,5.3,6/13,200,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,23.03 м2,12 451 054 ₽,540 645 ₽ за м2,4.1,4/44,34,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,23.5 м2,12 229 517 ₽,520 405 ₽ за м2,5.3,7/13,207,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.12 м2,12 457 008 ₽,495 900 ₽ за м2,5,2/30,489,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,23.5 м2,12 309 300 ₽,523 800 ₽ за м2,5.3,9/13,221,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.12 м2,12 499 963 ₽,497 610 ₽ за м2,5,3/30,502,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,24.3 м2,12 341 775 ₽,507 892 ₽ за м2,5.7,2/13,419,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 508 085 ₽,545 490 ₽ за м2,4.1,6/44,56,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,24.6 м2,12 463 122 ₽,506 631 ₽ за м2,5.2,3/13,96,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 540 760 ₽,546 915 ₽ за м2,4.1,9/44,86,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,24.6 м2,12 670 722 ₽,515 070 ₽ за м2,5.2,8/13,131,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 658 391 ₽,552 045 ₽ за м2,4.1,12/44,116,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,25.9 м2,12 689 627 ₽,489 947 ₽ за м2,5.6,3/13,245,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 730 277 ₽,555 180 ₽ за м2,4.1,14/44,136,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 778 201 ₽,557 270 ₽ за м2,4.1,7/44,67,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,24.6 м2,12 792 418 ₽,520 017 ₽ за м2,5.2,11/13,152,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.12 м2,12 812 581 ₽,510 055 ₽ за м2,5,10/30,591,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 841 373 ₽,560 025 ₽ за м2,4.1,17/44,166,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.12 м2,12 886 560 ₽,513 000 ₽ за м2,5,12/30,617,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 915 437 ₽,563 255 ₽ за м2,4.1,19/44,186,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,12 952 469 ₽,564 870 ₽ за м2,4.1,20/44,196,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,22.93 м2,13 013 462 ₽,567 530 ₽ за м2,4.1,22/44,216,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,25.9 м2,13 063 960 ₽,504 400 ₽ за м2,5.6,10/13,301,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.12 м2,13 134 745 ₽,522 880 ₽ за м2,5,15/30,656,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.28 м2,13 208 800 ₽,522 500 ₽ за м2,5,16/30,668,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.28 м2,13 244 824 ₽,523 925 ₽ за м2,5,17/30,680,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.28 м2,13 422 542 ₽,530 955 ₽ за м2,5,22/30,740,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.28 м2,13 487 385 ₽,533 520 ₽ за м2,5,24/30,764,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,25.28 м2,13 583 449 ₽,537 320 ₽ за м2,5,27/30,800,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,Квартира студия,23.5 м2,13 608 615 ₽,579 090 ₽ за м2,5.1,7/13,41,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,Квартира студия,32.43 м2,13 863 825 ₽,427 500 ₽ за м2,4.2,2/12,396,Без отделки,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,16 091 912 ₽,452 020 ₽ за м2,5.6,2/13,239,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.2 м2,16 311 170 ₽,426 994 ₽ за м2,5.5,3/27,18,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31.61 м2,16 390 101 ₽,518 510 ₽ за м2,4.1,14/44,131,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,16 461 404 ₽,462 399 ₽ за м2,5.6,7/13,279,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31.03 м2,16 578 708 ₽,534 280 ₽ за м2,5,25/30,778,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,16 748 020 ₽,470 450 ₽ за м2,5.6,11/13,311,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,16 771 775 ₽,541 025 ₽ за м2,4.1,24/44,230,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,16 804 170 ₽,542 070 ₽ за м2,4.1,25/44,239,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,16 855 069 ₽,473 457 ₽ за м2,5.6,2/13,240,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,16 896 507 ₽,474 621 ₽ за м2,5.5,2/27,9,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,16 907 245 ₽,545 395 ₽ за м2,4.1,28/44,264,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.3 м2,16 908 322 ₽,465 794 ₽ за м2,5.7,4/13,349,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.8 м2,16 946 288 ₽,473 361 ₽ за м2,5.7,2/13,334,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,16 980 870 ₽,547 770 ₽ за м2,4.1,30/44,280,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,34.3 м2,16 994 826 ₽,495 476 ₽ за м2,5.5,2/27,8,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,33.89 м2,17 060 395 ₽,503 405 ₽ за м2,5,11/30,603,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,17 063 330 ₽,550 430 ₽ за м2,4.1,33/44,304,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,17 122 230 ₽,552 330 ₽ за м2,4.1,35/44,320,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,17 210 580 ₽,555 180 ₽ за м2,4.1,38/44,344,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,17 221 108 ₽,483 739 ₽ за м2,5.6,7/13,280,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.3 м2,17 278 037 ₽,475 979 ₽ за м2,5.7,9/13,384,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.7 м2,17 311 037 ₽,484 903 ₽ за м2,5.5,15/27,140,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.3 м2,17 325 946 ₽,490 821 ₽ за м2,5.2,5/13,109,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.4 м2,17 350 118 ₽,451 826 ₽ за м2,5.5,5/27,37,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.8 м2,17 352 582 ₽,484 709 ₽ за м2,5.7,8/13,462,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.26 м2,17 378 243 ₽,492 860 ₽ за м2,5,2/30,490,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,31 м2,17 387 280 ₽,560 880 ₽ за м2,4.1,39/44,352,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.8 м2,17 387 308 ₽,485 679 ₽ за м2,5.7,8/13,376,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.3 м2,17 435 517 ₽,493 924 ₽ за м2,5.3,8/13,213,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,36.2 м2,17 439 169 ₽,481 745 ₽ за м2,5,2/30,488,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.8 м2,17 456 760 ₽,487 619 ₽ за м2,5.7,9/13,383,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,37.1 м2,17 471 688 ₽,470 935 ₽ за м2,5.5,2/27,1,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.7 м2,17 484 182 ₽,489 753 ₽ за м2,5.5,21/27,188,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.3 м2,17 499 867 ₽,482 091 ₽ за м2,5.7,12/13,405,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.6 м2,17 511 177 ₽,491 887 ₽ за м2,5.6,11/13,312,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.4 м2,17 532 633 ₽,456 579 ₽ за м2,5.5,11/27,101,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.7 м2,17 543 051 ₽,491 402 ₽ за м2,5.5,23/27,204,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.3 м2,17 593 025 ₽,498 386 ₽ за м2,5.3,11/13,234,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.2 м2,17 613 182 ₽,486 552 ₽ за м2,5.7,2/13,337,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.3 м2,17 634 115 ₽,499 551 ₽ за м2,5.2,11/13,151,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.8 м2,17 640 808 ₽,492 761 ₽ за м2,5.7,12/13,490,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,37.1 м2,17 673 215 ₽,476 367 ₽ за м2,5.5,9/27,80,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.8 м2,17 675 534 ₽,493 731 ₽ за м2,5.7,12/13,404,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.2 м2,17 686 921 ₽,488 589 ₽ за м2,5.7,3/13,344,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.6 м2,17 740 019 ₽,459 586 ₽ за м2,5.4,2/27,254,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.9 м2,17 753 376 ₽,456 385 ₽ за м2,5.5,2/27,10,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.3 м2,17 839 561 ₽,505 371 ₽ за м2,5.1,2/13,5,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.9 м2,17 843 935 ₽,458 713 ₽ за м2,5.5,5/27,42,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,33.98 м2,17 864 305 ₽,525 730 ₽ за м2,5,22/30,739,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,36.84 м2,17 869 978 ₽,485 070 ₽ за м2,4.1,3/44,24,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.5 м2,17 907 849 ₽,490 626 ₽ за м2,5.4,3/4,522,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.53 м2,17 956 862 ₽,505 400 ₽ за м2,5,8/30,566,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.4 м2,17 987 059 ₽,468 413 ₽ за м2,5.5,16/27,144,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.9 м2,17 996 895 ₽,451 050 ₽ за м2,5.7,3/13,340,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.9 м2,18 066 560 ₽,464 436 ₽ за м2,5.5,11/27,106,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,33.86 м2,18 084 287 ₽,534 090 ₽ за м2,5,25/30,775,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.5 м2,18 097 387 ₽,470 062 ₽ за м2,5.5,18/27,160,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.2 м2,18 132 869 ₽,500 908 ₽ за м2,5.7,9/13,386,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.4 м2,18 139 776 ₽,472 390 ₽ за м2,5.5,21/27,184,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.53 м2,18 149 256 ₽,510 815 ₽ за м2,5,12/30,618,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,33.86 м2,18 161 488 ₽,536 370 ₽ за м2,5,27/30,799,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,35.3 м2,18 192 243 ₽,515 361 ₽ за м2,5.4,8/27,323,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.4 м2,18 232 896 ₽,474 815 ₽ за м2,5.5,24/27,208,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.6 м2,18 234 254 ₽,472 390 ₽ за м2,5.4,11/27,365,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.5 м2,18 240 656 ₽,499 744 ₽ за м2,5.4,10/27,350,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.7 м2,18 247 707 ₽,471 517 ₽ за м2,5.5,6/27,46,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,34.48 м2,18 271 296 ₽,529 910 ₽ за м2,5,23/30,745,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,18 281 939 ₽,466 376 ₽ за м2,5.1,3/13,10,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.2 м2,18 350 576 ₽,506 922 ₽ за м2,5.7,12/13,407,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.61 м2,18 389 716 ₽,516 420 ₽ за м2,5,20/30,717,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.38 м2,18 394 099 ₽,455 525 ₽ за м2,5,2/30,486,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.6 м2,18 406 487 ₽,476 852 ₽ за м2,5.4,8/27,326,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.7 м2,18 431 649 ₽,476 270 ₽ за м2,5.5,12/27,110,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,34.74 м2,18 432 175 ₽,530 575 ₽ за м2,5,15/30,654,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.53 м2,18 439 537 ₽,518 985 ₽ за м2,5,15/30,657,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.8 м2,18 441 640 ₽,475 301 ₽ за м2,5.4,12/27,384,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,18 449 244 ₽,470 644 ₽ за м2,5.1,6/13,31,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.9 м2,18 480 682 ₽,463 175 ₽ за м2,5.7,9/13,382,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.47 м2,18 492 639 ₽,521 360 ₽ за м2,5,24/30,765,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,41.64 м2,18 509 188 ₽,444 505 ₽ за м2,5,2/30,481,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.4 м2,18 557 884 ₽,509 832 ₽ за м2,5.4,16/27,419,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,35.47 м2,18 613 946 ₽,524 780 ₽ за м2,5,27/30,801,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.6 м2,18 624 349 ₽,508 862 ₽ за м2,5.4,4/4,529,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.38 м2,18 631 937 ₽,461 415 ₽ за м2,5,6/30,538,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.68 м2,18 654 424 ₽,458 565 ₽ за м2,5,3/30,504,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,18 681 191 ₽,476 561 ₽ за м2,5.1,10/13,59,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,36.4 м2,18 695 586 ₽,513 615 ₽ за м2,5.1,11/13,68,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.9 м2,18 705 159 ₽,468 801 ₽ за м2,5.7,12/13,403,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,43.02 м2,18 722 088 ₽,435 195 ₽ за м2,4.2,7/12,439,Без отделки,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,18 745 832 ₽,478 210 ₽ за м2,5.4,22/27,472,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,42.9 м2,18 754 979 ₽,437 179 ₽ за м2,5.4,3/4,524,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.8 м2,18 908 326 ₽,487 328 ₽ за м2,5.5,16/27,143,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,18 935 952 ₽,483 060 ₽ за м2,5.4,19/27,448,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,43.02 м2,18 950 955 ₽,440 515 ₽ за м2,4.2,11/12,471,Без отделки,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.38 м2,18 969 514 ₽,469 775 ₽ за м2,5,12/30,614,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,37 м2,19 014 522 ₽,513 906 ₽ за м2,5.4,22/27,469,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.8 м2,19 032 525 ₽,490 529 ₽ за м2,5.5,20/27,175,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,37 м2,19 147 315 ₽,517 495 ₽ за м2,5.4,19/27,444,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,40.8 м2,19 150 826 ₽,469 383 ₽ за м2,5.4,4/4,527,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.3 м2,19 161 176 ₽,463 951 ₽ за м2,5.3,2/13,173,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,38.8 м2,19 186 832 ₽,494 506 ₽ за м2,5.5,25/27,215,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,19 202 120 ₽,489 850 ₽ за м2,5.3,2/13,169,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.47 м2,19 280 919 ₽,476 425 ₽ за м2,5,8/30,561,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,37 м2,19 290 875 ₽,521 375 ₽ за м2,5.4,22/27,468,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.5 м2,19 326 425 ₽,465 697 ₽ за м2,5.4,4/4,535,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.3 м2,19 405 548 ₽,469 868 ₽ за м2,5.3,6/13,201,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.5 м2,19 414 986 ₽,467 831 ₽ за м2,5.4,3/27,269,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,19 437 868 ₽,495 864 ₽ за м2,5.2,2/13,86,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.47 м2,19 446 239 ₽,480 510 ₽ за м2,5,11/30,600,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,40.47 м2,19 650 006 ₽,485 545 ₽ за м2,5,15/30,652,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,51.1 м2,19 688 012 ₽,385 284 ₽ за м2,5.6,3/13,244,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,42.9 м2,19 695 432 ₽,459 101 ₽ за м2,5.4,4/4,534,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,39.2 м2,19 761 072 ₽,504 109 ₽ за м2,5.3,12/13,239,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,44.1 м2,19 818 584 ₽,449 401 ₽ за м2,5.6,4/13,258,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.3 м2,20 058 542 ₽,485 679 ₽ за м2,5.1,2/13,7,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.6 м2,20 071 084 ₽,482 478 ₽ за м2,5.4,8/27,329,Предчистовая,2 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,47.54 м2,20 129 149 ₽,423 415 ₽ за м2,5,2/30,480,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,51.1 м2,20 163 855 ₽,394 596 ₽ за м2,5.6,8/13,284,Предчистовая,4 квартал 2027
Среда,Среда на Кутузовском,Кунцевская,7 мин,1-комнатная квартира,47.54 м2,20 255 605 ₽,426 075 ₽ за м2,5,4/30,506,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,41.3 м2,20 262 853 ₽,490 626 ₽ за м2,5.1,5/13,28,Предчистовая,2 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,2-комнатная квартира,51.1 м2,20 441 430 ₽,400 028 ₽ за м2,5.6,11/13,308,Предчистовая,4 квартал 2027
Среда,Среда на Лобачевского,Аминьевская,7 мин,1-комнатная квартира,44.1 м2,20 481 627 ₽,464 436 ₽ за м2,5.6,12/13,322,Предчистовая,4 квартал 2027
